Plot information,,,,,,,,,,temp,,precip,Field management (2017),,,,,,,,,,Crop biodiversity,,,,,,,,,,,,,Crop 2017 information,,,,Phytometer trial yield (i.e. yield potential) and nutrient content,,,,,,,,,Soil Moisture at sampling,Soil fungal diversity,,,,,,Soil bacterial diversity,,,,,Soil archae diversity,,,,,,,,Soil protist diversity,,,,,,Soil measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qPCR,,,,,,,,,,,,,,,,,,,,,,
Sample_No,Sample_ID,Florine_naming_arch_missing_highlighted,Country,Region,Plot_ID,Lat,Long,Treatment_main,Treatment_minor,avg_temp_longterm,,avg_precip_longterm,tillage_no_times,tillage_depth_max_cm,fertilizer_min_app_no,fertilizer_min_N_amount,fertilizer_org_app_no,fertilizer_organic_N_tot_amount,fertilizer_organic_N_min_amount,herb_no_app,fung_no_app,insect_no_app,Richness,S_year,CDI,Simpson,invSimpson,Shannon,pd,mpd,mpdw,mntd,raoD,sp_2017,idem_2017,Crop_2017,grain_yield,std_yield_country,std_yield_network,Phyt_shoot,Phyt_root,Phyt_tot,P_%_shoots,P_tot_shoots_mg,N_%_shoots,N_tot_shoots_mg,C_%_shoots,C_tot_shoots_mg,Soil_Moisture_Field_at_sampling,Richness,Chao1,ACE,Shannon,InvSimpson,pielou,PD_whole_tree,Chao1,Observed species,Shannon,InvSimpson,Richness,S.chao1,se.chao1,S.ACE,se.ACE,Shannon,InvSimpson,Pielou,cerco_sobs,cerco_Chao1,cerco_ACE,cerco_shannon,cerco_InvSimpson,cerco_pielou,Sand,Silt,Clay,WHC,CEC,Magnesium,Calcium,bulk_density,MWD,C_tot_%,C_tot_mg,N_tot_%,N_tot_mg,P_tot_mg,P_Olsen,pH,Humus_%,Organic_C_%,CaCO3_%,C_microbial,N_microbial,P_resin,P_microbial,basal_respiration,C_org_mg,XYL,BG,AG,NAG,CB,PHOS,LAP,NH4,DIN,TAN,NO3,DON,AMP,NIP,DEP,MIN,NTR,PDA,C_ENZ,N_ENZ,hzo,NifH,nrfA,NIB,NIS,16S,NirK,NirS,nosZ2,nosZ1,AOA,AOB,ITS,Cren,%niK,%nirS,nirK/nirS,%nosZ2,%nosZ1,nosZ2/nosZ1,%AOB,AOA/AOB,16S/ITS
12,SP12,012SPAcrLOWlama,Spain,Castilla-La Mancha,La Higueruela 2,40.0639,-4.420142,Agriculture ,Conventional ,14.9,16.1,366,2,28,2,51.5,0,0,0,1,0,0,1,1,1,0,1,0,188.2833,NA,NA,NA,0,Hordeum_vulgare,1,barley,1.875,0.841750842,0.334343795,2.33,1.24,3.57,0.11,2.63,1.17,27.212,39.38,917.66,0.077,167,224.24,227.546,3.906,23.668,0.763,132.8094897,3351.26747,2174,9.335356151,152.7727625,65,71.43,5.47,71.82,4.17,2.08,4.73,0.5,344,435.023,441.623,4.889,67.071,0.837,29.81,25.55,43.91,0.5,43.89,5.31,34.3,1.29,0.68,0.75,7500,0.08,800,278.9,23.19,7.45,0.74,0.43,0.3,424.468,48.094,26.79738488,1.894670342,0.4878125,4300,8.793156465,34.03762485,6.131912662,3.380339436,1.248912448,12.27069689,17.45650859,7.076173491,9.301556003,15.55916625,2.225382513,6.257610246,-0.501193448,19.56914497,-6.046443011,12.5524367,6.505993689,1.2,1.205078554,0.500084353,35.58997842,415.3506817,1676.842877,144.1982845,807.1934296,1477161.313,44367.00994,34847.67969,14540.17149,44808.43945,13090.08496,6616.580078,106398.6132,89503.98828,0.030035318,0.023590978,1.273169701,0.00984332,0.030334154,0.324496271,0.004479254,1.978376262,13.883276
13,SP13,013SPAgrGRAlama,Spain,Castilla-Le�n,Montemayor de Pililla,41.54515,-4.464057,Grassland,Grassland,11.8,13,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,0.064,158,201.125,196.77,3.65,14.788,0.721,128.5221932,3465.401496,2131,9.188335271,142.418286,65,84.43,12.65,81.2,4.37,2.24,6.83,0.54,420,493.353,481.514,5.097,55.398,0.844,53.86,17.14,25.52,0.51,27.59,0.96,24.4,NA,NA,2.82,28200,0.184,1840,154.45,1.6,7.63,3.47,2.01,4.4,758.261,93.604,1.343340368,6.663347511,1.23375,20100,14.85912151,42.89771211,8.79063176,11.10868473,10.22086485,176.7331099,96.1502419,11.30797981,13.40523723,36.06036823,2.097257422,22.655131,-0.747344997,36.86519081,-17.76256859,26.40236085,8.639792263,8,1.842439926,2.574214239,91.78191302,604.1344838,3827.943213,NA,559.1151037,1557527.375,60912.25,50881.60547,11719.06965,57945.60547,8211.416748,1325.386963,184849.5355,55084.59375,0.039108301,0.032668193,1.19713695,0.00752415,0.037203587,0.202242595,0.000850956,6.195486283,8.425919876
14,SP14,014SPAcrHIGlama,Spain,Castilla-Le�n,Montemayor de Pililla,41.54509,-4.464584,Agriculture ,Conventional ,11.8,13,435,2,25,2,73.5,0,0,0,1,1,0,4,1.2,4.8,0.466759003,1.875324675,0.91722334,498.83409,291.80023,118.0677874,122.26749,59.03389371,Hordeum_vulgare,4,barley,2.1,0.942760943,0.37446505,2.72,2.31,5.03,0.13,3.49,1.33,36.146,39.92,1085.87,0.06,113,139.714,150.8,3.146,10.167,0.665,137.3433402,3598.960298,2235,9.43790771,167.7596462,73,125.5,33.45,96.53,4.85,2.37,8.08,0.55,363,454.973,431.881,4.933,53.186,0.837,62.37,16.66,18.82,0.456,18.03,1.07,15.8,1.23,0.71,2.37,23700,0.142,1420,336.99,27.79,8.05,2.15,1.24,5.4,643.272,94.158,20.21501207,2.842111774,0.757916667,12400,13.33577403,75.46808256,23.16073489,7.930627579,22.75116916,77.87173552,134.2692745,8.678658972,11.7305732,32.37851971,3.051914229,20.64794651,-0.53953308,39.32681852,-13.84526346,31.7733554,17.92809194,3,3.233178255,3.412797649,98.91630023,715.4106554,3857.386522,160.612762,1372.063785,1574612,87362.32102,66858.09961,16275.9899,65186.74414,17534.45947,8215.212646,97356.91606,78414.79688,0.055481808,0.042460047,1.306682684,0.010336508,0.041398607,0.24968251,0.005217293,2.134388996,16.17360187
15,SP15,015SPAcrLOWlama,Spain,Castilla-Le�n,Montemayor de Pililla,41.51923,-4.463892,Agriculture ,Conventional ,11.8,13,435,2,25,2,46.5,0,0,0,1,1,0,1,1,1,0,1,0,188.2833,NA,NA,NA,0,Hordeum_vulgare,1,barley,2.5,1.122334456,0.445791726,3.69,2.54,6.23,0.07,2.74,1.39,51.435,39.88,1471.51,0.057,153,176.636,187.258,3.572,15.151,0.71,138.0452094,3777.407595,2236,9.311659004,132.8925547,73,88,9.98,88.1,4.62,2.42,8.56,0.56,381,476.294,434.436,4.874,44.569,0.82,65.47,20.65,12.39,0.415,10.99,1.36,11.3,1.38,1.05,4.28,42800,0.126,1260,506.91,11.55,8.15,1.49,0.86,26.6,582.957,91.201,5.484605326,7.862917134,0.64125,8600,19.76526425,58.05197564,18.49223581,6.680226859,15.91775735,114.7269985,138.5045459,7.270649884,8.909292356,29.15690226,1.638642472,20.2476099,-0.467298991,33.0350691,-8.878585201,26.49288323,17.61429803,0.62,2.693453593,3.484434547,91.34764549,649.2891778,2969.032034,28.444653,1302.906447,1626439.063,62812.15341,51524.2168,15176.69112,63375.85547,20852.92578,5446.870605,124186.0216,130689.543,0.038619432,0.031679156,1.219080217,0.009331239,0.038966019,0.239471184,0.003348955,3.828423198,13.09679658
16,SP16,016SPAgrGRAmadr,Spain,Madrid,Imidra,40.52675,-3.298759,Grassland,Grassland,13,14.3,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,1.67,4.51,0.05,1.45,1.2,33.981,39.66,1126.25,0.085,229,274.818,288.138,4.404,29.808,0.811,154.4224186,4280.331288,2609,9.978547397,391.3223461,97,104.58,5.45,106.76,5.12,2.41,5.74,0.53,406,539.784,487.803,5.081,70.381,0.846,29.7,25.43,42.78,0.502,19.37,2.65,15.5,1.29,1.7,2.42,24200,0.167,1670,290.72,8.7,7.32,2.09,1.21,5.8,608.673,91.91,8.132521273,7.57720424,1.0296875,12100,14.07555508,42.79319083,9.628614826,7.426326629,9.695322092,85.8490457,119.709365,14.84745017,17.41839608,43.19394973,2.570945911,25.77555365,-1.022945829,49.89653697,-16.12007307,35.57529536,19.45522229,1.1,1.828624388,3.0512566,84.5474017,716.9411932,5289.214222,85.38832346,899.0201891,1582231.438,66851.63068,48742.0332,26289.31117,61656.39648,18530.34717,4353.869141,120353.1855,86792.16406,0.042251487,0.030805881,1.37153964,0.016615339,0.038968001,0.426384166,0.002751727,4.256064335,13.14656884
17,SP17,017SPAcrHIGmadr,Spain,Madrid,Imidra,40.52452,-3.300993,Agriculture ,Conventional ,13,14.3,428,2,35,2,51,0,0,0,1,0,0,2,1,2,0.491900826,1.968119714,0.685025999,376.5666,376.5666,185.2334218,376.5666,92.61671088,Triticum_aestivum,2,wheat,0.375,0.16025641,0.062866723,3.97,1.51,5.48,0.1,3.88,1.16,46.235,39.11,1552.61,0.063,121,167.313,159.221,3.125,8.535,0.652,132.5212038,3369.122249,2177,9.33392076,151.3339904,75,93.2,13.15,86.19,4.6,2.46,7.87,0.57,358,414.8,410.657,4.814,48.035,0.819,32.65,42.68,23.56,0.488,18.29,3.24,12.4,1.34,0.22,0.97,9700,0.115,1150,282.79,13.06,7.21,1.11,0.65,0.3,350.791,50.675,15.43484574,3.718866215,0.336666667,6500,21.32843987,49.59068725,15.3175408,12.01489162,14.38990299,175.4480046,120.9554088,12.35815233,34.52712591,46.41556719,22.16897358,11.88844128,-0.86291954,25.91571064,-0.634573361,13.83483708,13.20026372,5,2.415037702,3.19128721,53.82347553,328.0068332,2743.976967,164.8432179,1354.434224,1825393.563,55296.4517,48313.4707,34316.51296,57997.11133,24951.62305,7774.266113,148514.6356,150520.1172,0.030292893,0.026467427,1.144534866,0.018799515,0.031772387,0.591693486,0.004258953,3.209514915,12.29100118
18,SP18,018SPAcrLOWmadr,Spain,Madrid,Imidra,40.52339,-3.30303,Agriculture ,Conventional ,13,14.3,428,2,35,2,51,0,0,0,1,0,0,1,1,1,0,1,0,188.2833,NA,NA,NA,0,Triticum_aestivum,1,wheat,0.148,0.063247863,0.0248114,3.34,1.56,4.9,0.05,1.82,1.42,47.268,40,1335.87,0.042,145,157.103,163.774,3.683,14.734,0.74,135.7217492,3620.371212,2227,9.371103494,154.1193164,79,83.5,4.11,84.74,4.54,2.65,9.58,0.61,348,397.915,395.872,4.706,45.142,0.804,54.28,31.3,13.42,0.405,12.42,1.39,10.1,1.52,0.28,0.99,9900,0.1,1000,360.63,9.2,8.06,1,0.58,0.4,307.556,44.877,7.907924741,4.028735188,0.441666667,5800,23.13068244,66.80000119,14.96732672,11.39231367,13.66244869,199.8817004,162.9121044,10.72455063,29.65400445,39.97233228,18.92945382,10.31832783,-0.756790994,22.0008938,-3.435454627,11.40581989,7.970365259,2,2.845451017,4.183306033,119.8565385,261.0459786,2319.280325,22.75716124,1292.047087,1993055.5,76094.09091,55789.89648,28727.69722,70695.81641,25878.48535,10690.22656,169382.1539,140821.2891,0.038179615,0.027992144,1.363940349,0.014413897,0.035471073,0.406356397,0.005363738,2.420761169,11.76662035
19,SP19,019SPAgrGRAmadr,Spain,Madrid,La canaleja,40.51563,-3.309015,Grassland,Grassland,13,14.3,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,0.77,2.49,0.12,2.02,1.39,23.839,40.25,692.31,0.034,,,,,,,141.5196463,3760.560748,2338,9.596963156,227.55482,85,102.5,12.14,108.45,5.12,2.71,9.65,0.61,341,447.886,419.13,4.653,43.778,0.798,41.79,42.29,14.82,0.357,11.09,2.1,10.9,1.27,0.85,2.47,24700,0.084,840,434.15,1,8.14,1.1,0.64,13.3,390.486,54.966,2.051168067,2.370010556,0.51,6400,13.86301022,40.88586036,9.442696956,4.587075579,8.783717901,100.4875509,151.9230165,10.86457363,12.42457812,30.18196235,1.560004481,17.75738424,-0.753457113,25.34880872,-2.353250794,14.80040914,12.44715834,0.86,1.75140685,3.756242209,179.1497093,751.6657301,10992.77028,NA,1281.463714,1717864.625,76551.58097,67174.79427,14303.88196,69377.03906,18293.14941,3062.119019,175243.6422,138601.4297,0.044562057,0.03910366,1.139587874,0.008326548,0.040385626,0.206176022,0.001782515,5.974016458,9.802721534
20,SP20,020SPAcrHIGmadr,Spain,Madrid,La canaleja,40.51571,-3.309145,Agriculture ,Conventional ,13,14.3,428,2,25,2,47.8,0,0,0,1,0,0,3,1.4,4.2,0.648212846,2.84262796,1.071927855,379.66853,253.1123533,147.3491147,129.6581067,73.67455737,Triticum_aestivum,4,wheat,,0,0,1.25,0.78,2.03,0.12,1.5,1.63,20.41,38.92,486.47,0.043,59,83.429,81.094,2.439,6.569,0.598,137.5541944,3769.471883,2251,9.212514705,124.9728881,92,115.75,14.29,117.69,5.63,2.65,8.35,0.59,328,436,404.898,4.883,67.586,0.843,42.93,42.42,14.01,0.378,13.23,1.54,12.3,1.48,0.39,1.04,10400,0.071,710,354.97,1,8.27,0.64,0.37,3.8,253.846,33.034,1.56520147,1.160163247,0.3603125,3700,7.302647795,24.40750496,1.586014484,1.187684424,2.209558406,61.82695056,93.97054946,11.71249071,13.58628199,28.90586713,1.873791283,15.31958514,-0.825691202,18.12254938,-1.165617339,6.562872554,5.397255215,0.58,0.852137415,2.283797613,48.52761078,427.6751037,2673.895566,39.74339486,836.8690352,1734256.625,55914.72443,41975.75586,13111.95122,41879.04883,16862.19531,2242.254883,472913.8839,137058.2891,0.032241321,0.02420389,1.33207189,0.00756056,0.024148127,0.313090951,0.00129292,7.520195604,3.667172151
22,SP22,022SPAgrGRAmadr,Spain,Madrid,La Chimenea,40.06453,-3.550226,Grassland,Grassland,14.6,15.4,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,1.72,5.95,0.13,5.62,1.27,53.658,39.51,1671.12,0.037,135,168.115,177.741,2.914,6.662,0.594,136.9562452,3649.385151,2295,9.450826613,163.6510689,77,90.75,11.17,84.37,4.51,2.14,4.37,0.49,404,459.836,467.216,4.874,46.839,0.812,51.97,29.5,16.23,0.519,18.33,2.3,15.4,1.28,1,3.95,39500,0.17,1700,608.92,49,8.2,2.3,1.33,18.3,561.116,102.803,22.58067324,7.455725691,1.0734375,13300,29.24286043,73.03339839,16.20245659,9.339939724,9.281728807,194.717928,153.0520829,10.11000523,17.55417965,44.26084902,7.444174424,26.70666937,-0.663997972,41.56720009,-1.456666738,32.27122849,30.81456175,9.3,3.066250661,3.897408543,84.23707008,650.9287149,6949.71196,35.62601446,924.0524108,1801860.5,65287.76705,49403.64648,22207.62386,59271.8418,10681.88721,4134.893677,189173.4151,76232.01563,0.03623353,0.027418131,1.321517169,0.01232483,0.032894801,0.374674098,0.002294791,2.583352328,9.524913948
23,SP23,023SPAcrHIGmadr,Spain,Madrid,La Chimenea,40.06727,-3.547293,Agriculture ,Conventional ,14.6,15.4,415,2,20,0,0,1,49,18.5,0,0,0,3,1.9,5.7,0.630827217,2.708758732,1.042893341,380.68956,253.79304,188.4487782,131.01948,94.22438911,Hordeum_vulgare,2,barley,2.062,0.925701459,0.367689016,2.47,1.07,3.54,0.11,2.6,1.39,34.397,40.26,994.34,0.052,77,87.556,91.335,2.217,3.516,0.51,133.9516683,3570.9025,2215,9.320697288,134.286285,85,102.27,10.23,108.77,5.62,2.51,8.88,0.56,329,410.429,396.387,4.804,58.636,0.829,32.08,46.41,20.05,0.402,16.54,1.75,15.3,1.36,0.88,3.53,35300,0.134,1340,572.93,11.49,8.13,1.46,0.85,23.1,555.517,75.274,5.577978421,2.834214293,0.603020833,8500,22.45385161,49.31314421,12.24168583,2.25148885,9.048483144,86.09808402,148.7442501,8.211915628,14.20485159,33.90565006,5.992935961,19.70079847,-0.556202485,37.47817545,8.737953258,29.69134066,38.42929391,5.3,2.233371955,3.623897735,133.4108233,589.4443155,4311.474942,751.6568954,1186.17991,1393767.25,49049.57102,41643.4043,20847.45998,51081.58008,15795.63721,1954.721313,119571.4,100445.6406,0.035192082,0.029878306,1.177847293,0.014957634,0.036650007,0.408120891,0.001402473,8.080761742,11.65635971
24,SP24,024SPAcrLOWmadr,Spain,Madrid,La Chimenea,40.06759,-3.542605,Agriculture ,Conventional ,14.6,15.4,415,2,25,2,150,0,0,0,1,0,0,2,1.5,3,0.415224913,1.710059172,0.605797499,376.5666,376.5666,156.3598339,376.5666,78.17991696,Triticum_aestivum,2,barley,1.6,0.718294052,0.285306705,3.59,1.71,5.3,0.06,2.3,1.33,47.639,39.95,1434.24,0.044,129,184.714,163.274,3.067,6.594,0.631,145.9882983,3688.476821,2359,9.618523126,197.2534495,95,118.75,14.29,114.33,5.39,2.61,9.51,0.57,306,347.4,331.804,4.734,53.089,0.827,45.17,35.24,18.3,0.366,13.33,1.77,13,1.43,0.26,3.49,34900,0.111,1110,536.22,33.68,8.09,1.29,0.75,23,306.311,70.181,11.16208794,0,0.474166667,7500,13.97086635,40.6715999,6.461293822,5.551741463,5.819769725,242.4613841,136.6993246,15.57868141,39.76233689,69.32252246,24.18365548,29.56018557,-1.095179918,30.10275387,-18.57760109,14.77023501,-3.807366082,1.8,1.606164715,3.414025585,116.514179,NA,3284.211395,252.1030013,1512.498559,1744610.625,62001.28693,46357.16602,40644.50838,59793.06836,15878.42871,13932.2334,173952.4686,123370.7461,0.035538753,0.02657164,1.337469312,0.02329718,0.034273016,0.679752846,0.00798587,1.139690117,10.02923752
25,SP25,025SPAgrGRAleon,Spain,Castilla-Le�n,Ragama,40.98719,-5.125842,Grassland,Grassland,11.6,12.4,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,1.07,2.73,0.23,3.74,1.73,28.681,39.5,655.73,0.016,147,234,214.226,3.038,7.101,0.609,161.9927244,4718.663424,2827,10.10866739,315.7290471,77,84.33,5.68,84.84,4.49,1.66,2.42,0.38,512,624.69,607.627,5.181,77.224,0.831,70.64,16.78,11.57,0.302,7.21,0.75,3.8,1.73,1.01,0.95,9500,0.088,880,234.85,42.42,6.62,1.01,0.59,5.8,256.323,33.517,33.9385636,0.164474205,0.506770833,5900,4.736168663,24.98456214,9.419184939,26.22636887,3.736586913,244.5658543,41.41179047,5.504804232,8.139852126,24.15711932,2.635047894,16.0172672,-0.38258957,27.41354058,-6.514028371,22.05728661,15.54325824,0.84,1.029036064,1.623315824,91.31237972,441.9876693,2201.381958,55.94216278,483.6016277,2142243,35336.25568,22670.72266,42249.83994,38588.63867,7861.405518,6422.830811,268156.2677,104521.3906,0.01649498,0.010582704,1.558673546,0.019722244,0.018013194,1.0948777,0.00299818,1.223978297,7.988785863
26,SP26,026SPAcrHIGleon,Spain,Castilla-Le�n,Ragama,40.99853,-5.121391,Agriculture ,Conventional ,11.6,12.4,393,2,35,2,71.6,0,0,0,1,0,0,4,1.4,5.6,0.493061224,1.972624799,0.948149396,497.20332,291.25664,125.3115428,120.63672,62.6557714,Hordeum_vulgare,1,barley,2.6,1.167227834,0.463623395,2.81,1.41,4.22,0.18,4.93,1.38,38.719,39.34,1105.52,0.026,104,124.3,127.917,3.033,8.979,0.653,137.1578584,3730.844221,2275,9.571926883,224.1371645,72,102,20.93,87.86,4.74,2.46,7.67,0.57,438,528.016,521.798,4.983,62.609,0.819,46.14,36.57,16.17,0.34,11.39,1.36,7.2,1.52,0.38,0.97,9700,0.1,1000,473.28,29.26,7.05,1.12,0.65,4.6,253.898,27.459,30.4241354,0.904431666,0.311666667,6500,22.37729001,26.05820045,4.477218926,9.340056555,2.920534335,46.48210108,16.86896794,10.25780729,14.28028691,34.51231828,4.02247962,20.23203138,-0.725979316,24.63220416,-8.652846653,14.46849374,5.815647092,1.6,1.339997849,0.629016588,45.80823562,445.3692423,3121.345224,137.8014706,913.4396447,1872921.188,76713.75852,57204.72656,55403.01067,54895.56445,30338.71973,8047.45874,168557.4093,133595.543,0.040959416,0.030543051,1.341038812,0.029581069,0.029310131,1.009243847,0.004296742,3.769975182,11.1114735
27,SP27,027SPAcrLOWleon,Spain,Castilla-Le�n,Ragama,40.98531,-5.125259,Agriculture ,Conventional ,11.6,12.4,393,2,35,2,71.6,0,0,0,1,0,0,2,1,2,0.163379356,1.195284872,0.301944182,191.38523,6.20386,1.01358265,6.20386,0.506791325,Hordeum_vulgare,1,barley,2.2,0.987654321,0.392296719,2.03,1.24,3.27,0.09,1.79,1.27,25.805,39.85,808.93,0.037,140,179.516,197.196,3.295,11.397,0.667,146.0685659,4211.024938,2393,9.433923308,139.3007792,82,90.67,6.41,92.11,4.73,2.55,8.6,0.58,418,541.171,497.372,5.044,63.471,0.836,61.4,15.36,22.34,0.387,14.52,0.76,13.3,1.47,0.47,0.86,8600,0.075,750,605.4,6.6,8.08,0.91,0.53,5,274.65,34.924,4.882449108,1.911807052,0.368854167,5300,19.09497358,40.78110892,10.16298204,7.42554565,9.139000201,358.0381903,130.821068,14.52072983,20.26985105,77.66944041,5.749121223,57.39958936,-0.997386075,33.80289334,-56.42785795,19.83948829,-36.58836966,0.78,1.900273554,3.317918729,44.3852378,307.2314486,3734.528367,NA,973.6004743,1689110.375,73401.74716,27997.26807,26047.13605,59981.54688,12415.98975,10115.05713,130798.7349,90414.94531,0.043455862,0.016575156,2.621746771,0.015420624,0.035510733,0.434252489,0.005988393,1.227475988,12.91381278
28,SP28,028SPAgrGRAcata,Spain,Catalu�a,Calaf,41.74503,1.511542359,Grassland,Grassland,12.5,16.5,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,1.56,6.45,0.16,7.89,1.27,61.903,39.81,1946.57,0.066,,,,,,,154.5536811,4473.25,2672,10.11649382,449.7472495,70,83,9.26,81.16,4.48,2.34,7.18,0.55,437,524.692,508.131,5.14,80.762,0.845,26.69,47.52,20.57,0.575,18.11,1.24,14.7,1.24,1.83,7.12,71200,0.339,3390,862.48,52.6,7.55,5.22,3.02,30.9,546.108,85.054,24.25855504,15.87787852,1.612083333,30200,2.576221707,15.57551735,2.582344593,6.379758627,0.749968843,312.4177344,128.7239282,11.56468865,19.0176248,43.40314567,7.452936146,24.38552088,-0.714561834,102.502651,13.94010819,92.49878535,106.4388935,15,0.51561726,3.242488483,76.0988408,378.5766142,4022.907243,44.85703676,1166.678752,1423053.625,81931.19318,47947.5918,25810.57069,69265.75,14864.70361,7719.555176,118863.0499,96213.26172,0.057574213,0.033693454,1.708765552,0.018137455,0.048674027,0.372631072,0.005424641,1.925590695,11.97221194
29,SP29,029SPAcrHIGcata,Spain,Catalu�a,Calaf,41.74506,1.511950509,Agriculture ,Conventional ,12.5,16.5,707,0,0,1,64,1,70.4,35.2,2,0,0,4,1.9,7.6,0.714876033,3.507246377,1.322289469,497.20332,291.25664,190.9741578,120.63672,95.48707888,Hordeum_vulgare,3,barley,1.8,0.808080808,0.320970043,3.09,1.22,4.31,0.1,3.23,1.35,41.724,39.58,1223.05,0.072,186,226.317,241.885,3.855,21.592,0.738,NA,NA,NA,NA,NA,76,89.33,8.85,91.96,4.97,2.55,8.89,0.59,349,446.9,437.425,4.794,54.294,0.819,25.01,50.01,22.43,0.459,17.52,0.87,16.8,1.22,1.53,5.1,51000,0.191,1910,1077.94,11.21,7.87,2.56,1.48,29.3,589.422,56.814,7.32471359,13.79378191,0.883229167,14800,5.776970085,35.53048866,4.929069608,10.78077093,1.386104042,334.1490429,105.5053302,11.65025826,13.91819739,38.00589046,2.267939123,24.08769307,-0.790685451,45.13618534,0.30430368,34.06658903,34.37089271,19,1.142943177,2.790866428,118.7842013,640.0575202,6650.715869,32.26202583,836.0914095,1136806.125,50857.09659,44387.94336,32451.9779,46349.85938,15402.54102,10622.19238,95509.1125,94014.92578,0.044736825,0.039046186,1.145741225,0.028546625,0.040772,0.700152672,0.009343891,1.450034085,11.90259333
30,SP30,030SPAcrLOWcata,Spain,Catalu�a,Calaf,41.74491,1.511196403,Agriculture ,Conventional ,12.5,16.5,707,0,0,1,64,1,70.4,35.2,2,0,0,2,1.4,2.8,0.348440853,1.534780081,0.532816209,191.38523,6.20386,2.161678273,6.20386,1.080839136,Hordeum_vulgare,2,barley,1.8,0.808080808,0.320970043,4.11,1.85,5.96,0.08,3.42,1.39,57.236,39.62,1628.35,0.059,169,247.792,242.123,3.717,17.971,0.725,140.5213269,3522.889391,2315,9.795114319,347.4714987,63,66.11,3.1,68.18,4.12,2.42,8.03,0.58,353,473,447.382,4.72,44.781,0.805,23.49,51.68,22.43,0.454,18.45,0.94,16.8,1.27,1.41,5.41,54100,0.183,1830,816.61,11.42,7.86,2.41,1.4,34.2,492.25,47,7.251249364,8.155403557,0.880104167,14000,10.20166577,38.01105547,6.386650189,11.03981585,4.994747969,266.4758149,197.3149159,11.68137449,13.55610787,60.59905182,1.87473338,47.04294396,-0.784573336,28.89237089,-25.87870945,17.90834419,-7.970365259,14,1.430258866,5.000513561,152.0053636,426.0300166,3411.044373,25.6356625,728.8245832,1350030.563,59456.24432,43783.71875,28627.03316,47693.68164,22016.23242,9364.732422,85521.40236,125957.4922,0.044040665,0.03243165,1.357953276,0.02120473,0.035327853,0.600226952,0.006936682,2.35097293,15.78587962
31,SP31,031SPAgrGRAcata,Spain,Catalu�a,Vall�s,41.65835252,2.319920379,Grassland,Grassland,15.6,16.5,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,2.12,5.52,0.14,4.67,1.56,52.999,40.3,1370.1,0.039,199,250.037,240.278,4.346,39.982,0.821,146.0055404,3944.810458,2460,9.871258096,374.0224413,73,86,9.63,83.42,4.51,2.32,6.56,0.54,349,418.256,408.284,4.974,76.673,0.85,71.42,16.47,9.61,0.396,12.82,0.9,11.2,1.32,2.49,2.55,25500,0.18,1800,704.79,26.27,7.85,2.5,1.45,7.7,604.145,91.123,12.90356087,8.888813846,0.735729167,14500,28.30836206,72.0403245,11.4406276,11.49848449,12.90470106,194.4614195,209.2077753,17.196725,27.94916629,27.94916629,10.75244129,0,-1.174081769,45.8116571,29.4876243,29.37451233,58.86213663,10,2.992656365,5.296950236,86.32234967,558.7804572,3943.364245,165.0800474,1823.677239,1399755.813,77198.36648,53878.05469,26017.8287,71664.48828,25554.98145,3168.949951,59801.15832,107488.5664,0.05515131,0.038491038,1.432835074,0.018587405,0.05119785,0.363050505,0.002263931,8.064179567,23.40683445
